"l","t"
3.45592987243915,4.12062879316011
2.53897818812728,3.01996665313538
5.80751911923646,6.89933271365291
1.75332963351915,2.0880174651423
1.62444252872508,1.93452748773202
2.1857293565104,2.5026090447615
4.38352235252866,4.59988250290508
6.12683161293187,4.83876524080139
6.04637489901004,6.16013725417853
2.80577988612949,3.01860029242098
3.40623506989912,3.49210354812565
2.48778149627772,2.56930942518629
3.99100257458343,4.72413239534931
2.65350797806285,2.78150071582823
2.34632189099188,2.61916866214253
2.79689961282827,3.09744780851185
4.08918214123727,3.88730108305204
2.38070903698839,2.83171471741787
5.47108664677755,6.50753886226539
1.84327956889319,2.04597769589152
1.53215017435706,1.82461772282789
3.30385094285142,3.94409781862201
6.03102623624182,5.1221913467423
7.48012525038296,5.47109758052264
7.7266879573467,6.94127118881347
3.67918903249288,4.36030613149488
3.0841172758665,3.40016123968139
2.60979556486169,2.98466818333833
2.83014562924384,3.28263400144602
2.71955403453297,3.09574321631331
2.56256941649316,2.97579891600112
3.09802731563706,3.46223098295996
2.24570002064419,2.62337376666671
1.69203765490864,1.85707290658002
4.42939273202717,4.43436957779349
1.27526686440044,1.40279355084048
1.06209235837029,1.24367589060779
3.11219654134343,3.66178130872832
4.77376934533012,5.67812055261899
5.0315938491514,5.97753349279186
7.0245646115186,7.59909026020903
2.66483471689563,3.00207414486139
3.04330528087685,3.52570154348392
3.34599582203246,3.89478682324704
2.58678499104361,2.92423064558459
3.46649083797424,4.05914894898274
3.58938751773793,3.84897013800322
4.29582221556925,4.52237954186834
2.8970920740685,3.41689523681654
2.09337068617879,2.49296793380781
4.80257144850942,5.71931989876559
1.52300005532869,1.81372096503967
1.34681607148348,1.60390574928428
3.81190827479805,4.09654747821224
3.77673738831294,4.46511497501269
4.08141765593779,4.84285404913393
5.18804082723859,6.16339250275945
3.46939876277388,2.71811169256169
3.38106021890632,3.35742362771032
2.69845419526269,2.9418853801746
4.06580908060787,4.13371315342715
2.71870717489159,3.06982131579637
2.54580525621484,2.87458955255319
3.19146735715449,3.42227260037977
2.71809788473888,3.14151855758558
1.96884936740026,2.27555337852475
4.46905167732664,5.25824435647999
1.42601223393691,1.68389709696574
1.42933777158743,1.47462521045562
2.439185596279,2.87683008774134
4.07325139729579,4.73569833272788
4.35585609080561,5.17475703587707
5.74393781664247,6.58436661297227
4.14573561753578,3.85872315170638
3.21488469206732,3.27197142959001
2.62719346278301,2.66830291489495
3.12374969810923,3.60186715190218
2.80389040865379,2.78428874318296
2.74041763100378,2.64880011848797
3.02385934380371,3.10333459985551
2.57291410483029,3.05662195653838
1.87219450935252,2.20280652895126
4.33334732597791,5.14801662326176
1.36735456156533,1.62638859925992
1.21019128525036,1.44120106764749
2.07218392946317,2.47073901370664
3.95673086135175,4.56234343201276
4.5694697830175,5.31892795051716
7.95379633818526,6.76694079084667
3.23975893830358,3.3424081425593
4.74021953565462,5.47864288548949
4.08890278253306,3.80944260186374
3.24050488842429,3.32219544052788
4.20419870324924,3.97735052997546
3.66567317689276,3.75415494323155
4.3446942195094,4.45422050684222
3.60882322085215,4.29248499849173
2.64224084323805,3.14661026787073
7.06517808519043,7.25087020030905
1.91278125021434,2.27790632239984
1.69371258486929,2.01702029699926
3.83522683469512,3.92370127420113
4.8842361452108,5.80247254051043
7.45933752945023,6.17996340880319
7.67646184503463,7.82903252270389
2.92317267879914,3.12432011176776
2.90115811103906,3.23116484616975
4.29549952080152,3.32282484635956
3.41564602247573,3.85232988104541
3.83296578817742,3.4560163468194
4.35117527119479,3.25789677868451
3.77721589661434,3.84828409591654
2.45422779239395,2.86697098846879
1.79233118880825,2.09876200495933
4.27258186224829,4.79674396699834
1.28797365812885,1.52089515943625
1.13286905778553,1.34584844064921
2.98946858920049,2.75892482511808
6.10527890551893,5.56631056306893
9.3077592415161,5.88550634361931
8.29931160053296,7.45568771739904
3.22237816223861,3.54461597846247
2.65557877855561,2.94094097272582
2.88671350410955,3.0291947595051
3.50382737210022,3.71254184583289
2.87258975270331,3.16339911980283
2.77406595392797,3.02095782382756
3.19350885441638,3.53667573809434
2.92395685934978,3.27142707516976
2.00769681284603,2.38803840566795
4.64411997902411,5.47737905107284
1.45507976383161,1.73494364541528
1.29042893910924,1.53675504644103
2.9068006492352,3.46588237994577
4.79778192887961,5.28943314791328
5.01050295126375,5.43229418421859
5.87603972741556,6.90540352139087
2.81363843433245,3.05725834754904
3.41831070997793,3.69381072419996
3.3239379412181,3.49548452380672
3.84465332425279,3.5216305823366
3.53952511872236,3.64017688232926
3.14487115503607,3.45935827053968
3.76474714813647,4.05475679108632
5.55090834237988,6.61050457638702
4.08168500232539,4.82564471746577
9.39493628383273,11.1073305811634
2.96099859722795,3.5176663335068
2.61056387211469,3.11645998911036
2.64801922042032,3.16117373682577
3.55433873151195,3.73376997937284
3.43450131513554,3.9278351679864
4.39810357293124,5.00067437567275
3.41981429418647,3.17702368694992
5.60468552205445,4.50997724151524
2.68792494467307,3.00391703337979
3.03589626012949,3.35454557446777
3.03165294604673,3.14425719832846
2.7280728386122,2.9675740167856
3.11638406617973,3.50271562300775
3.57364315387552,4.25064035814733
2.62393869855632,3.12861595919106
6.10258666184274,7.12889772022893
1.92619974414631,2.24212395396414
1.67750871728711,2.0001536421084
3.04406529125847,3.63396880872403
4.17124301899787,4.96747908009698
4.46195912189492,5.32015344935427
6.52127317612034,6.77065661008002
4.57682877694886,5.39801430118842
4.30066928905781,4.70959326279951
3.12228146381489,3.09731585292002
5.06069108150752,4.44442950625943
2.92492787180669,3.22465895068362
2.636738659391,3.07285084431525
3.08574895761107,3.59612669840025
2.36764263354271,2.66115429487983
1.86511420262689,1.94055035031276
4.15396278448577,4.45925402527327
1.23109633140145,1.41287765152993
1.09533738280877,1.25121231805464
2.69637527200842,3.21107825528002
5.89484253311423,7.01157180425395
6.44942863650627,7.65264528648886
9.37948501305565,9.71758272864254
2.96432334777881,3.3901205521097
3.33495148705378,3.72700792755007
2.78522082648602,3.0671853168977
3.71422334038026,4.0948372282415
2.81809541991131,3.1967769919619
2.65316295204462,3.14814165774689
3.4481234478662,3.5611230677067
2.97239238760946,3.53978344969141
2.20946401441933,2.63122196905514
5.01410184423869,5.92801111886411
1.76671815419404,1.88828840013695
1.40258851225872,1.66224546658376
2.33620522151575,2.78554104331823
3.68819604011789,4.27281434860466
6.94419074117661,7.4791223576123
8.2440308792188,9.49468233222367
2.70533026184774,2.99942781633142
3.86186289473281,3.29704862641779
4.41493208795977,5.16357391337634
2.6282206985085,2.98830522808374
7.9468902080645,5.39013639648721
5.26809857019712,5.37280271451633
5.03520051565825,5.93862818940632
2.59082693927138,3.04468762971208
1.9227884722757,2.22494094649045
4.33539465959488,5.09486847226492
1.7229105739889,1.6097470482045
1.44360975995902,1.42917366235943
2.82362217710449,3.36670571262788
4.33976603904475,5.14317375437456
4.47259568419682,5.26873921884772
5.95290931872852,6.76849933095803
2.44951576053221,2.75633799873435
2.75903394565327,2.64851045067068
3.10153585711813,3.17640051573823
3.16319619351275,2.9386242552245
3.07748386378029,3.41977543638443
2.86894940896326,3.2469484015299
4.46439486375664,3.78835792724492
2.94255688274638,3.12798264726652
2.04248147934326,2.28781268331923
5.06278165719978,5.23421128926319
1.38811713457725,1.65108447038733
1.23297248943227,1.46833090752438
2.75890003177045,3.28953518386644
4.8352026926333,5.31276026799316
5.4314995812052,5.42651655406648
5.779220744816,6.89077159609996
2.86602504048829,3.38840909792831
4.26051888232016,3.61848748402252
2.61942460346925,2.89436082735086
3.44990958020135,3.85548047839833
2.7595529717421,3.02194175151333
2.64221860232758,2.88057669871108
3.0484717670419,3.36464772396144
3.59572327975578,3.86846145607973
2.67753973758607,2.83091337304003
5.44020130394466,6.47866500364054
1.68261718012978,2.00380692374872
1.57365967597544,1.81665942099356
3.14978117151053,3.74648122111344
4.91721555026407,5.50784338378722
4.96669519719457,5.68011430895029
6.42509016896782,7.18042289008593
2.68126325286687,3.08439684757608
5.06634477096937,5.221371724529
2.50903949671814,2.75684933938727
3.25642548689098,3.33851738462536
2.81515476718199,2.87409707011987
2.49760267155116,2.72594696925088
2.95522736972166,3.20400259409757
3.19984961582564,3.11746780166074
1.91336554561693,2.2703263574566
4.3888737389056,5.22030964988032
1.56083264279411,1.6205212639857
1.42083876517183,1.46431553495785
3.54856923848623,4.23623959883112
4.47405493766021,5.32809385710908
4.9107828863823,5.83401006902217
6.7794604071591,7.42407725704652
2.61188898864552,3.01520894908301
4.25482709484637,4.42691723530672
3.0339664001021,3.30398940971119
2.66145815166831,3.07243243162557
4.71710786974532,3.5318849680194
2.97047761460463,3.2063492401696
3.67115052236643,3.75583990289284
3.21740529089735,3.28476971417551
2.02645567311305,2.40160726144873
4.99599317425434,5.50795602934385
1.53526869778931,1.74358847126687
1.33723624637283,1.54372820385161
2.54871575289453,2.75717031943921
4.02105629994445,4.72546436399946
4.71769318370531,5.61823947673095
6.00134115393039,7.13824570991162
3.44164626460167,3.27491019799622
3.10514806659214,3.62736069137897
2.75863790111377,3.10418026048405
3.669587088209,3.78585505805646
2.90686082691294,3.23384142617182
2.77205476007775,3.11927769271206
3.19296037715337,3.60532311710602
2.45443424373572,2.9229538302374
1.84293891245796,2.14520715926371
4.96705984769783,4.90253308834707
1.79154446668749,1.55388737327469
1.2628120669685,1.3752023409287
3.33847554255395,3.78708319358463
5.01790195663501,5.9757542013341
4.27051694389905,5.0006375826947
5.34746692986457,6.3682288432081
2.38651650802055,2.46472584774599
3.89763546681397,4.0253661970752
2.69217405462047,3.01554261820974
4.02800168327935,4.68308950152087
2.77801097865345,3.15130620391
2.59816111849977,2.98180059981455
3.3106770618858,3.50788604146407
4.46607565906932,3.5045642541664
2.17058458126841,2.55695907223698
5.14816934615733,5.86711718159163
1.92613297222576,1.85624673164058
1.38179154216606,1.64555758259654
2.52159761480363,3.00659102465819
4.31937393014203,5.10665668146225
5.35090664720122,6.37232515786381
7.00833992641706,8.11923636156188
2.56404394015819,2.75852850246876
3.2045263036769,3.81159736678851
3.14832476076238,3.67779868655925
2.34297496200914,2.53180789444891
3.42574521436492,3.84601704994165
3.21638256064228,3.6401576763112
3.71634435243517,4.28516364684907
2.43096390631256,2.88798512069932
1.86276859045494,2.11552664600798
4.39361008007903,4.83840139268029
1.38298495331733,1.5315972347416
1.16203931171685,1.35746690037388
2.70096283832471,3.2204545959149
4.37615681860785,4.51481189254479
4.53221856300411,5.39736016233332
5.75093326440573,6.84040011218939
2.45502514685963,2.67055510148405
3.49576060043401,4.16305584992147
3.09949985978151,3.2735127290645
2.94065694913208,2.97741516099623
3.02127968942001,3.40362784321903
2.70084277295741,2.97426517053434
3.30049705092856,3.79673375541676
2.62987610378024,3.06485323343046
2.2796965720872,2.23880822675618
5.14909848655018,5.12869047425593
1.54472474084246,1.62794055752656
1.46198544652836,1.43864652223138
2.73293256458359,3.22716530909443
4.19721326227691,4.10138456466361
4.13849658856711,4.76072829396082
5.103440629399,6.05554741025903
3.0413817640988,3.45006743864958
2.6420003495424,3.04280204769272
2.359114512541,2.43386119341204
2.77428093654333,2.79452491871132
2.46255109604809,2.54593494645225
2.60059062994421,2.40229865825478
3.07557346093931,2.83571923712758
3.00792198064909,3.42798178283044
2.10568053465662,2.50762757231708
4.82010041545641,5.7401949176049
1.51461699744204,1.8037376903924
1.35116965697409,1.60909037764315
3.35523318779674,4.00543732930522
5.51031976093235,5.37914780646394
4.73575562230707,4.36232526825485
5.15465083235258,5.55172887998765
5.58264637863021,3.53003336496482
4.27662206979593,3.88823496345732
2.76043594818288,2.77203204181766
3.48973337012358,3.74210905476818
2.64302899847347,2.82798332030987
2.48608483763192,2.66879709678318
2.92136766379163,3.1498706790783
2.38491530895235,2.8401646346345
1.78970540254184,2.07830600122187
4.02947902305976,4.7581836030131
1.37491811102574,1.50229346779969
1.12064010065638,1.33455572618872
3.13669120604087,2.94752737396036
4.38183302427669,5.18675669938838
5.29061626240288,5.61183224976306
7.48290741766279,7.13423887164523
2.8884032041827,3.41075178363791
4.02071405810495,4.59825186505095
2.69835893290195,2.63675133612882
5.58267983680119,4.04105207389132
2.52432501035542,2.74593889306254
2.33495364987802,2.49562494247049
2.8930609166386,3.05877994001887
2.81515315449027,3.18974752221493
1.98167007148838,2.32324741275809
4.49636681847066,5.34168378034315
1.41816736218465,1.68887707372682
1.25730096838986,1.49730337681519
2.31735375619978,2.76306376697251
4.36321800646335,4.8485147031006
4.59942372092569,5.47074658844572
5.8522304992005,6.96934521539054
3.10526613726851,3.56796171293889
3.18243749914608,3.67819220862391
3.30280743422728,3.38961420553524
5.39622962993254,3.9118673522906
3.38973894028579,3.51564352949641
3.36580286070795,3.36271496817519
3.7065792102672,3.8978736952606
2.5869169553704,3.04740061052708
1.87754685679835,2.22782527160783
4.40609516278379,5.10450811943781
1.49301904423584,1.61691487873542
1.21045092322201,1.43107714095283
2.67000471516771,3.18741975802176
3.80290226113875,4.51237833673377
4.29733030098398,5.11763478492637
5.94512688178224,6.51769447073241
2.85351874021656,3.06323517775054
7.08364658264145,6.0900719435499
3.47506389552886,3.56266749373204
3.53570423415422,4.16507658641173
4.75197736189653,3.73489415588997
4.761760210848,3.4544790397129
5.29527583182547,4.16190845450854
2.44944259844515,2.90993780695284
1.78150175436549,2.12156727758641
4.39204300770864,4.86950379169145
1.30316393735931,1.54441472189343
1.14729985233319,1.36630447785148
3.35122817992959,3.99093406943984
4.97609252151475,4.38585277008687
3.98937141368182,4.74512490600674
5.3605349685355,6.01128183370897
2.62972366065377,2.97964411538354
4.55838658443284,5.06539080657894
2.99136458253975,3.25037297932063
3.12686233297985,3.28823795338364
3.06059901547989,3.38565812084858
3.48445177874465,3.23707221644325
3.61730177362871,3.77161432801436
2.74271691653273,3.26626591724634
2.21179852928003,2.37695585367035
4.58515607914888,5.4670455878027
1.45624392656954,1.73422195921119
1.28948841536729,1.53377135424937
3.53603472024983,3.36472585370569
5.77590290908543,5.24648975087547
4.29959704167426,4.62572454505482
4.98899513027538,5.8912218399794
2.45663598710327,2.50285751659035
2.73479725387215,3.12762519080524
3.36349697211763,3.57544835398318
3.26788272899815,3.28834893500112
3.54829835513005,3.73142405350103
3.03414967685373,3.59150978053664
3.5458954058859,4.15709579821624
3.69736500279103,4.40314391158626
2.69866329583287,3.21380303310547
7.19668090022541,7.37039388747223
1.96057131737841,2.33481889205659
1.73638017990652,2.06783258119852
2.35809453203594,2.81164045115381
3.69014745777411,4.36801150164784
4.82011193170632,5.51891554236607
6.6362576002249,7.02396984231147
3.21710863336054,3.6706497922662
3.34444561634988,3.98285680265433
2.80737547235714,2.90857156496536
3.04195770769875,3.56203434804724
2.76444152678165,3.07191512516859
2.6369084080711,3.00865416851046
3.00065860250805,3.41970406548621
3.17765950486361,3.78423339090744
2.32774274002557,2.77207856561247
5.3818055354406,6.3397927948141
1.67397897355021,1.99594500240458
1.48979452565271,1.77633529755744
3.5679498876203,3.70439373395832
4.13444212540953,4.61522406277207
3.90405635201168,4.62121452971817
5.73372807300537,5.85988204833427
4.23375824701908,3.93691314791594
3.4486245907382,3.72246361385739
2.9536904095609,3.19526707550843
3.77413874324895,4.2763391702408
3.02459015265908,3.3345340929372
2.71854683582013,3.16067349203715
3.22936872491425,3.71927648330018
5.76574532273662,6.97655184051131
4.29447858333119,5.08950236943519
9.92142554843752,11.7015513598359
3.12215723309242,3.7091227929138
2.75376423972932,3.28341159532689
3.03522194391481,3.4752582093819
4.49705491453269,5.16713191293492
4.4035178948162,4.95509516499352
6.07596971213046,6.33516799453092
2.86861582087901,3.30379596479849
3.00419145814901,3.52201919632995
2.97324746349825,3.5365046589498
4.46877718701058,3.74026346796675
3.12066486521282,3.64983727254784
3.03415872294682,3.57425356293291
3.42432571720552,4.06317389277618
4.15104157628245,4.95546388418322
3.05182619093899,3.62996947783897
6.99439129824027,8.30933686230945
2.1811163887815,2.59746315023663
2.16264522845247,2.32924020703986
3.15784823859005,3.75152370744498
6.38060113202602,6.71710759344651
5.27717460591721,5.57344701644338
6.779900622495,7.09933824797794
2.95260553780576,3.49921243966557
2.62517622504967,2.88769384755463
2.44817134899337,2.47111507636293
3.35684888853306,3.98793647957727
2.55500461259838,2.58694217025587
2.36193299063868,2.46531472217782
2.8593180005259,2.88611490454731
2.53488272002684,3.00415786444778
1.84742067173107,2.19207869293417
4.31577167989485,5.02959313134952
1.56087098098266,1.59854717707535
1.20629436755495,1.41084619288855
2.07202330315122,2.40900360547866
4.69575132815867,5.56506151962311
8.53825068717969,7.15242692179899
8.02251383544449,9.1110843686201
2.72489765160171,3.04523624667598
4.50580680775941,4.62423167778534
3.498819322226,3.66366754029242
3.33963015552232,3.85987207007951
3.23681065902622,3.77217375375934
3.32342967167217,3.61519802575571
3.6783637641066,4.20672616709554
4.28503193057589,3.89227043110049
2.35758678161773,2.80761944673577
6.36493374426945,6.52538866397331
1.73257820740539,2.06330486157718
1.82330962401936,1.83096901895632
2.46340911485442,2.94078839642974
3.96790786456027,4.59686347287887
4.89204040365386,5.82586731424198
6.2338793303053,7.42384584645471
3.17397225551337,3.63837451184637
2.7244531856837,3.13408047803826
4.17145576163064,3.9198885829091
3.31975040431311,3.53277673318922
4.6356553163221,4.00653066624982
3.33936886604856,3.86412683071333
4.42913200328981,4.46145146600652
3.74528598023347,3.34008625043387
2.25325969414272,2.42950475932814
4.79906435593055,5.5928216114715
1.55610565570498,1.77962561628524
1.35701635910826,1.56841006316275
2.65741305051543,2.34431190892005
6.51195466734317,7.74559073963962
6.70212347394179,7.99118152896636
8.56946472426293,10.1314021426419
4.83544275466988,4.95216033840329
3.60204574443056,4.14849005184065
2.87923468229704,3.31213369967058
3.4338215899878,3.95474564083084
3.02292073212661,3.43309919995051
2.81889170082943,3.25801386318741
3.3075314864007,3.8227731247893
3.10678516873661,3.69086078045909
2.26759318812427,2.70044724627047
5.17911028676304,6.17523843315871
1.6546867213417,1.95628281735465
1.72349649472199,1.73251170715592
2.27820039122577,2.71637980953818
4.20426833554291,5.00680850020122
6.9727290138786,8.31383419282532
8.84071829652616,10.5282964792531
3.5851244429512,3.67550258005907
2.74645840115966,3.00760209941518
3.18601859011696,3.63941354332591
6.33902897084895,5.42136325857684
3.10781743518655,3.51323168192196
2.85346654766199,3.30577135149352
3.42395894339726,3.91121463918841
5.02529878297959,4.26802022287547
3.8792028753286,3.15257606808421
7.41282475097257,7.19337578062199
2.13751937342231,2.29965174301998
2.41666364020635,2.01409186544749
3.80152455698201,3.90143897203986
3.81825862144619,4.34642889068457
4.4271561352064,5.27224268300826
6.02717091600624,6.72039842409296
2.54809830918669,2.66246391560115
2.56954779168579,2.90809906539405
3.05198958258034,2.83800283670493
3.81594702685921,4.5388467002727
3.17118762356012,3.12999092633562
3.67190229219031,2.89760985231539
2.95362468262331,3.41373532009328
2.82336099215069,3.35009214092844
2.23466610914305,2.45813272005736
4.81160705296199,5.59413531744726
1.49462950165008,1.77777472641656
1.32262689109119,1.56937846968339
4.61917530724663,3.2925481590054
4.92798822402344,4.5781244155122
5.08171564941286,6.0517490984077
6.45379193215644,7.6857369048682
2.97972204517396,2.97698835522426
3.2646104061809,3.76428783423282
3.34118950752987,3.5402160392757
2.76750095094212,2.83726744981002
3.10618140413584,3.68567602202607
3.03283403287354,3.56412546237333
3.64572027995084,4.13083288598823
3.05242101181243,3.4666023565207
2.26578608501766,2.53215158714459
5.00036013831096,5.79982600184447
1.54991621440643,1.83907128539921
1.52088387000434,1.62731253383325
2.81069143792179,3.35128792981405
4.85617786899219,5.78315908796992
3.84845680064565,4.50641876978829
5.34839386192753,5.7351868972376
3.11368897878477,2.90088076816251
3.91696064850446,4.67602086674692
6.21483681979709,4.7587199742837
2.59898471451249,3.06161648881453
4.82895750521905,4.97149291057269
5.69702164162219,4.61840439284856
5.07655751325249,5.55305136019951
2.69068360124471,3.20430011856615
1.96433263076991,2.33929819127289
4.7659695801293,5.36294694085503
1.43921544910177,1.69540271834693
1.28004234742162,1.50427998166418
2.70392485242747,3.21226272468383
6.91600214295283,6.75136822739848
4.15808955272981,4.84583064284243
6.42034147770054,6.16315052134603
2.60272924429885,2.95932126721265
3.18592259670477,3.72616078404576
3.3455949856232,3.6555380662311
2.68155294902996,3.16649403053525
3.42530887012984,3.75100024984833
3.00376247502571,3.54697301418398
4.08891552891486,4.17888019800777
2.80397634327752,3.33921897210972
2.05584308712586,2.44827680400007
4.70524196589158,5.5898274554792
1.54512003191354,1.76912633560568
1.36927666816259,1.56778979260064
2.62688689239151,3.12832544742761
4.54640189882428,5.38155616067352
5.09335702993306,6.06561266711712
6.48802961489801,7.72651011611366
3.11005435564756,3.440365997709
3.03073625812463,3.54465943506916
2.50838136384148,2.60706741749845
2.90737095504616,3.11082344218421
2.89092060343956,2.72441469560684
2.46522704803802,2.5379926783425
3.02510833876011,2.98580934825658
3.21233568461454,3.54950417642696
2.38403028555367,2.58472133060968
4.99777928732318,5.9445673294969
1.58653335413467,1.88938194457763
1.66953982471007,1.6680081367975
10.2842155424014,10.8615944537797
4.63847537137304,4.56442742116739
7.03990865573405,7.22493662145019
8.33988482870061,9.11250961048993
2.97651589314119,2.78366720120962
3.23020620407363,3.5652309691583
2.6488306022645,2.97379023285159
3.40339733356571,3.50017809719597
2.92031320191709,3.09092761252585
2.59394385109568,2.9323233776919
2.93802347002719,3.44444593657134
2.9818847527147,3.54247908622506
2.16474233177333,2.58109970726404
5.08555005667452,5.93374715541273
1.60879016690211,1.87711338402472
1.42855170191198,1.66483177531977
2.83220673801439,3.34439255894928
4.56246454471557,5.01871099918713
4.76228796173979,5.67134681810592
6.27666288314312,7.20346287092338
3.50239600726515,3.40207961022852
3.31001403550089,3.7810544943991
2.60283261523978,2.82194275021738
2.89007924357216,2.88448744055507
3.09700478126023,2.94410706703506
2.5160684710545,2.80865456546756
2.9530365004386,3.27777018582092
3.35190359707085,3.99659454439069
2.44093685187024,2.90335219480342
6.05868645087972,6.69460945942188
